,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2355,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2356,cool_stuff,cool_stuff,cool_stuff,cool_stuff,,,,,,,,,,,,,,,,,,,,
2357,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2358,books_technical,books_technical,books_technical,,,,,,,,,,,,,,,,,,,,,
2359,perfumery,perfumery,,,,,,,,,,,,,,,,,,,,,,
2360,toys,health_beauty,,,,,,,,,,,,,,,,,,,,,,
2361,home_construction,home_construction,,,,,,,,,,,,,,,,,,,,,,
2362,telephony,telephony,,,,,,,,,,,,,,,,,,,,,,
2363,telephony,telephony,,,,,,,,,,,,,,,,,,,,,,
2364,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2365,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2366,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2367,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2368,toys,toys,,,,,,,,,,,,,,,,,,,,,,
2369,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2370,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2371,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2372,housewares,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2373,furniture_decor,baby,baby,,,,,,,,,,,,,,,,,,,,,
2374,office_furniture,office_furniture,office_furniture,office_furniture,office_furniture,,,,,,,,,,,,,,,,,,,
2375,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2376,office_furniture,office_furniture,office_furniture,office_furniture,office_furniture,,,,,,,,,,,,,,,,,,,
2377,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2378,baby,baby,,,,,,,,,,,,,,,,,,,,,,
2379,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2380,stationery,watches_gifts,watches_gifts,,,,,,,,,,,,,,,,,,,,,
2381,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,,,,
2382,telephony,telephony,,,,,,,,,,,,,,,,,,,,,,
2383,telephony,construction_tools_construction,,,,,,,,,,,,,,,,,,,,,,
2384,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2385,housewares,housewares,housewares,housewares,housewares,housewares,,,,,,,,,,,,,,,,,,
2386,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,,,,
2387,furniture_decor,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,
2388,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2389,computers_accessories,housewares,,,,,,,,,,,,,,,,,,,,,,
2390,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2391,health_beauty,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,,,
2392,pet_shop,pet_shop,,,,,,,,,,,,,,,,,,,,,,
2393,computers_accessories,computers_accessories,computers_accessories,computers_accessories,computers_accessories,signaling_and_security,signaling_and_security,computers_accessories,computers_accessories,computers_accessories,computers_accessories,,,,,,,,,,,,,
2394,computers_accessories,housewares,,,,,,,,,,,,,,,,,,,,,,
2395,bed_bath_table,bed_bath_table,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,
2396,housewares,housewares,,,,,,,,,,,,,,,,,,,,,,
2397,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2398,health_beauty,health_beauty,health_beauty,health_beauty,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,
2399,watches_gifts,watches_gifts,,,,,,,,,,,,,,,,,,,,,,
2400,watches_gifts,watches_gifts,,,,,,,,,,,,,,,,,,,,,,
2401,watches_gifts,watches_gifts,toys,,,,,,,,,,,,,,,,,,,,,
2402,computers_accessories,home_construction,home_construction,home_construction,,,,,,,,,,,,,,,,,,,,
2403,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2404,home_confort,home_confort,,,,,,,,,,,,,,,,,,,,,,
2405,furniture_decor,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,
2406,baby,baby,,,,,,,,,,,,,,,,,,,,,,
2407,home_appliances,home_appliances,,,,,,,,,,,,,,,,,,,,,,
2408,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2409,housewares,housewares,housewares,housewares,,,,,,,,,,,,,,,,,,,,
2410,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2411,computers,computers,computers,,,,,,,,,,,,,,,,,,,,,
2412,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2413,auto,auto,,,,,,,,,,,,,,,,,,,,,,
2414,stationery,stationery,,,,,,,,,,,,,,,,,,,,,,
2415,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2416,cool_stuff,housewares,,,,,,,,,,,,,,,,,,,,,,
2417,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2418,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2419,watches_gifts,watches_gifts,watches_gifts,,,,,,,,,,,,,,,,,,,,,
2420,construction_tools_construction,construction_tools_construction,construction_tools_construction,construction_tools_construction,construction_tools_construction,construction_tools_construction,,,,,,,,,,,,,,,,,,
2421,audio,audio,,,,,,,,,,,,,,,,,,,,,,
2422,bed_bath_table,watches_gifts,,,,,,,,,,,,,,,,,,,,,,
2423,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2424,,,,,,,,,,,,,,,,,,,,,,,,
2425,construction_tools_construction,construction_tools_construction,,,,,,,,,,,,,,,,,,,,,,
2426,office_furniture,office_furniture,office_furniture,office_furniture,office_furniture,office_furniture,,,,,,,,,,,,,,,,,,
2427,furniture_decor,furniture_decor,furniture_decor,furniture_decor,furniture_decor,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,
2428,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2429,watches_gifts,watches_gifts,,,,,,,,,,,,,,,,,,,,,,
2430,baby,baby,,,,,,,,,,,,,,,,,,,,,,
2431,,,,,,,,,,,,,,,,,,,,,,,,
2432,watches_gifts,watches_gifts,,,,,,,,,,,,,,,,,,,,,,
2433,sports_leisure,sports_leisure,sports_leisure,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,
2434,auto,costruction_tools_garden,costruction_tools_garden,,,,,,,,,,,,,,,,,,,,,
2435,auto,auto,,,,,,,,,,,,,,,,,,,,,,
2436,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,,,,
2437,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2438,consoles_games,consoles_games,,,,,,,,,,,,,,,,,,,,,,
2439,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2440,fashion_sport,fashion_sport,fashion_sport,fashion_sport,,,,,,,,,,,,,,,,,,,,
2441,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2442,sports_leisure,sports_leisure,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,
2443,office_furniture,office_furniture,,,,,,,,,,,,,,,,,,,,,,
2444,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2445,fixed_telephony,fixed_telephony,,,,,,,,,,,,,,,,,,,,,,
2446,construction_tools_construction,construction_tools_construction,housewares,housewares,,,,,,,,,,,,,,,,,,,,
2447,baby,watches_gifts,,,,,,,,,,,,,,,,,,,,,,
2448,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2449,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2450,construction_tools_construction,housewares,,,,,,,,,,,,,,,,,,,,,,
2451,health_beauty,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2452,musical_instruments,musical_instruments,,,,,,,,,,,,,,,,,,,,,,
2453,garden_tools,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2454,pet_shop,pet_shop,,,,,,,,,,,,,,,,,,,,,,
2455,housewares,housewares,,,,,,,,,,,,,,,,,,,,,,
2456,stationery,stationery,,,,,,,,,,,,,,,,,,,,,,
2457,telephony,telephony,,,,,,,,,,,,,,,,,,,,,,
2458,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2459,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,,,,
2460,small_appliances,small_appliances,,,,,,,,,,,,,,,,,,,,,,
2461,toys,toys,,,,,,,,,,,,,,,,,,,,,,
2462,health_beauty,health_beauty,food_drink,housewares,,,,,,,,,,,,,,,,,,,,
2463,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2464,bed_bath_table,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2465,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2466,furniture_decor,furniture_decor,computers,,,,,,,,,,,,,,,,,,,,,
2467,auto,auto,,,,,,,,,,,,,,,,,,,,,,
2468,bed_bath_table,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,
2469,costruction_tools_garden,costruction_tools_garden,,,,,,,,,,,,,,,,,,,,,,
2470,food_drink,food_drink,food_drink,,,,,,,,,,,,,,,,,,,,,
2471,stationery,stationery,,,,,,,,,,,,,,,,,,,,,,
2472,telephony,telephony,,,,,,,,,,,,,,,,,,,,,,
2473,perfumery,perfumery,,,,,,,,,,,,,,,,,,,,,,
2474,sports_leisure,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2475,perfumery,perfumery,,,,,,,,,,,,,,,,,,,,,,
2476,sports_leisure,sports_leisure,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,
2477,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,,,,
2478,housewares,housewares,,,,,,,,,,,,,,,,,,,,,,
2479,perfumery,perfumery,perfumery,,,,,,,,,,,,,,,,,,,,,
2480,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2481,pet_shop,pet_shop,,,,,,,,,,,,,,,,,,,,,,
2482,sports_leisure,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,
2483,,,,,,,,,,,,,,,,,,,,,,,,
2484,toys,toys,,,,,,,,,,,,,,,,,,,,,,
2485,baby,baby,,,,,,,,,,,,,,,,,,,,,,
2486,baby,baby,,,,,,,,,,,,,,,,,,,,,,
2487,drinks,drinks,drinks,drinks,drinks,,,,,,,,,,,,,,,,,,,
2488,luggage_accessories,luggage_accessories,,,,,,,,,,,,,,,,,,,,,,
2489,bed_bath_table,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,
2490,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2491,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2492,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2493,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2494,health_beauty,telephony,,,,,,,,,,,,,,,,,,,,,,
2495,air_conditioning,air_conditioning,,,,,,,,,,,,,,,,,,,,,,
2496,computers_accessories,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,
2497,office_furniture,office_furniture,,,,,,,,,,,,,,,,,,,,,,
2498,cool_stuff,cool_stuff,,,,,,,,,,,,,,,,,,,,,,
2499,market_place,market_place,,,,,,,,,,,,,,,,,,,,,,
2500,air_conditioning,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2501,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2502,furniture_living_room,furniture_living_room,sports_leisure,,,,,,,,,,,,,,,,,,,,,
2503,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2504,watches_gifts,watches_gifts,,,,,,,,,,,,,,,,,,,,,,
2505,luggage_accessories,luggage_accessories,,,,,,,,,,,,,,,,,,,,,,
2506,arts_and_craftmanship,arts_and_craftmanship,,,,,,,,,,,,,,,,,,,,,,
2507,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2508,auto,auto,,,,,,,,,,,,,,,,,,,,,,
2509,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2510,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2511,electronics,electronics,,,,,,,,,,,,,,,,,,,,,,
2512,stationery,luggage_accessories,luggage_accessories,,,,,,,,,,,,,,,,,,,,,
2513,health_beauty,cool_stuff,,,,,,,,,,,,,,,,,,,,,,
2514,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2515,toys,toys,,,,,,,,,,,,,,,,,,,,,,
2516,sports_leisure,health_beauty,,,,,,,,,,,,,,,,,,,,,,
2517,watches_gifts,sports_leisure,luggage_accessories,luggage_accessories,food_drink,sports_leisure,health_beauty,,,,,,,,,,,,,,,,,
2518,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2519,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2520,auto,auto,auto,auto,,,,,,,,,,,,,,,,,,,,
2521,perfumery,perfumery,,,,,,,,,,,,,,,,,,,,,,
2522,stationery,fashion_bags_accessories,,,,,,,,,,,,,,,,,,,,,,
2523,toys,telephony,,,,,,,,,,,,,,,,,,,,,,
2524,health_beauty,health_beauty,health_beauty,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,
2525,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2526,auto,auto,,,,,,,,,,,,,,,,,,,,,,
2527,bed_bath_table,bed_bath_table,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,
2528,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2529,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2530,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2531,furniture_living_room,furniture_living_room,consoles_games,,,,,,,,,,,,,,,,,,,,,
2532,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2533,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2534,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2535,health_beauty,health_beauty,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,,
2536,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2537,cool_stuff,baby,,,,,,,,,,,,,,,,,,,,,,
2538,computers_accessories,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,
2539,market_place,market_place,market_place,market_place,market_place,market_place,,,,,,,,,,,,,,,,,,
2540,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2541,telephony,telephony,,,,,,,,,,,,,,,,,,,,,,
2542,,,,,,,,,,,,,,,,,,,,,,,,
2543,computers_accessories,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,
2544,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,,,,
2545,furniture_living_room,baby,,,,,,,,,,,,,,,,,,,,,,
2546,furniture_decor,furniture_decor,furniture_decor,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,
2547,electronics,electronics,,,,,,,,,,,,,,,,,,,,,,
2548,electronics,electronics,,,,,,,,,,,,,,,,,,,,,,
2549,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2550,home_appliances,home_appliances,,,,,,,,,,,,,,,,,,,,,,
2551,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2552,garden_tools,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,
2553,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2554,small_appliances,small_appliances,,,,,,,,,,,,,,,,,,,,,,
2555,watches_gifts,watches_gifts,,,,,,,,,,,,,,,,,,,,,,
2556,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2557,auto,auto,,,,,,,,,,,,,,,,,,,,,,
2558,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2559,kitchen_dining_laundry_garden_furniture,kitchen_dining_laundry_garden_furniture,,,,,,,,,,,,,,,,,,,,,,
2560,telephony,telephony,,,,,,,,,,,,,,,,,,,,,,
2561,baby,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2562,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2563,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2564,food,food,food,,,,,,,,,,,,,,,,,,,,,
2565,housewares,housewares,,,,,,,,,,,,,,,,,,,,,,
2566,furniture_decor,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2567,costruction_tools_garden,costruction_tools_garden,,,,,,,,,,,,,,,,,,,,,,
2568,stationery,stationery,,,,,,,,,,,,,,,,,,,,,,
2569,luggage_accessories,luggage_accessories,,,,,,,,,,,,,,,,,,,,,,
2570,housewares,,,,,,,,,,,,,,,,,,,,,,,
2571,sports_leisure,health_beauty,,,,,,,,,,,,,,,,,,,,,,
2572,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2573,computers_accessories,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2574,garden_tools,housewares,,,,,,,,,,,,,,,,,,,,,,
2575,telephony,telephony,telephony,,,,,,,,,,,,,,,,,,,,,
2576,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2577,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2578,market_place,market_place,,,,,,,,,,,,,,,,,,,,,,
2579,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2580,bed_bath_table,baby,,,,,,,,,,,,,,,,,,,,,,
2581,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,,,,
2582,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2583,electronics,electronics,,,,,,,,,,,,,,,,,,,,,,
2584,pet_shop,pet_shop,,,,,,,,,,,,,,,,,,,,,,
2585,bed_bath_table,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2586,consoles_games,consoles_games,,,,,,,,,,,,,,,,,,,,,,
2587,telephony,telephony,,,,,,,,,,,,,,,,,,,,,,
2588,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2589,home_appliances,air_conditioning,,,,,,,,,,,,,,,,,,,,,,
2590,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2591,perfumery,perfumery,,,,,,,,,,,,,,,,,,,,,,
2592,housewares,housewares,housewares,housewares,sports_leisure,,,,,,,,,,,,,,,,,,,
2593,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2594,sports_leisure,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,
2595,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2596,signaling_and_security,signaling_and_security,signaling_and_security,,,,,,,,,,,,,,,,,,,,,
2597,baby,baby,baby,baby,baby,baby,baby,baby,baby,baby,baby,baby,,,,,,,,,,,,
2598,auto,cool_stuff,,,,,,,,,,,,,,,,,,,,,,
2599,health_beauty,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,,,
2600,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2601,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2602,electronics,luggage_accessories,,,,,,,,,,,,,,,,,,,,,,
2603,office_furniture,office_furniture,office_furniture,office_furniture,office_furniture,office_furniture,,,,,,,,,,,,,,,,,,
2604,telephony,telephony,,,,,,,,,,,,,,,,,,,,,,
2605,bed_bath_table,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2606,stationery,stationery,,,,,,,,,,,,,,,,,,,,,,
2607,furniture_decor,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,
2608,auto,auto,,,,,,,,,,,,,,,,,,,,,,
2609,furniture_decor,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,
2610,furniture_decor,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,
2611,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2612,health_beauty,fashion_bags_accessories,,,,,,,,,,,,,,,,,,,,,,
2613,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2614,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2615,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2616,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2617,cool_stuff,cool_stuff,cool_stuff,,,,,,,,,,,,,,,,,,,,,
2618,housewares,housewares,,,,,,,,,,,,,,,,,,,,,,
2619,electronics,electronics,,,,,,,,,,,,,,,,,,,,,,
2620,health_beauty,health_beauty,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,,
2621,furniture_decor,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2622,stationery,stationery,,,,,,,,,,,,,,,,,,,,,,
2623,construction_tools_construction,construction_tools_construction,,,,,,,,,,,,,,,,,,,,,,
2624,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2625,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2626,bed_bath_table,furniture_decor,bed_bath_table,,,,,,,,,,,,,,,,,,,,,
2627,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2628,telephony,telephony,,,,,,,,,,,,,,,,,,,,,,
2629,fashion_bags_accessories,fashion_bags_accessories,,,,,,,,,,,,,,,,,,,,,,
2630,telephony,telephony,,,,,,,,,,,,,,,,,,,,,,
2631,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,,,,
2632,fashion_bags_accessories,fashion_bags_accessories,,,,,,,,,,,,,,,,,,,,,,
2633,fashion_bags_accessories,fashion_bags_accessories,fashion_bags_accessories,,,,,,,,,,,,,,,,,,,,,
2634,housewares,housewares,,,,,,,,,,,,,,,,,,,,,,
2635,stationery,stationery,,,,,,,,,,,,,,,,,,,,,,
2636,baby,baby,,,,,,,,,,,,,,,,,,,,,,
2637,watches_gifts,watches_gifts,,,,,,,,,,,,,,,,,,,,,,
2638,auto,auto,,,,,,,,,,,,,,,,,,,,,,
2639,bed_bath_table,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,
2640,musical_instruments,musical_instruments,,,,,,,,,,,,,,,,,,,,,,
2641,luggage_accessories,luggage_accessories,,,,,,,,,,,,,,,,,,,,,,
2642,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2643,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2644,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2645,furniture_living_room,furniture_living_room,furniture_living_room,furniture_living_room,furniture_living_room,furniture_living_room,furniture_living_room,furniture_living_room,furniture_living_room,furniture_living_room,,,,,,,,,,,,,,
2646,telephony,telephony,,,,,,,,,,,,,,,,,,,,,,
2647,health_beauty,health_beauty,health_beauty,health_beauty,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,
2648,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2649,toys,toys,,,,,,,,,,,,,,,,,,,,,,
2650,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2651,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2652,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2653,books_general_interest,books_general_interest,,,,,,,,,,,,,,,,,,,,,,
2654,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2655,bed_bath_table,fashion_bags_accessories,,,,,,,,,,,,,,,,,,,,,,
2656,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2657,furniture_decor,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,
2658,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2659,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2660,sports_leisure,furniture_decor,baby,,,,,,,,,,,,,,,,,,,,,
2661,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2662,,,,,,,,,,,,,,,,,,,,,,,,
2663,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2664,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2665,sports_leisure,sports_leisure,,,,,,,,,,,,,,,,,,,,,,
2666,garden_tools,construction_tools_construction,,,,,,,,,,,,,,,,,,,,,,
2667,office_furniture,office_furniture,office_furniture,,,,,,,,,,,,,,,,,,,,,
2668,health_beauty,health_beauty,,health_beauty,luggage_accessories,health_beauty,,,,,,,,,,,,,,,,,,
2669,electronics,electronics,,,,,,,,,,,,,,,,,,,,,,
2670,toys,toys,,,,,,,,,,,,,,,,,,,,,,
2671,furniture_decor,furniture_decor,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,
2672,baby,baby,,,,,,,,,,,,,,,,,,,,,,
2673,furniture_bedroom,furniture_bedroom,,,,,,,,,,,,,,,,,,,,,,
2674,fashion_shoes,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2675,books_technical,books_technical,,,,,,,,,,,,,,,,,,,,,,
2676,furniture_decor,health_beauty,,,,,,,,,,,,,,,,,,,,,,
2677,perfumery,perfumery,,,,,,,,,,,,,,,,,,,,,,
2678,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2679,fashion_bags_accessories,fashion_bags_accessories,fashion_bags_accessories,fashion_bags_accessories,fashion_bags_accessories,fashion_bags_accessories,,,,,,,,,,,,,,,,,,
2680,books_technical,music,,,,,,,,,,,,,,,,,,,,,,
2681,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
2682,fashion_bags_accessories,telephony,,,,,,,,,,,,,,,,,,,,,,
2683,office_furniture,office_furniture,,,,,,,,,,,,,,,,,,,,,,
2684,stationery,stationery,stationery,stationery,,,,,,,,,,,,,,,,,,,,
2685,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2686,computers_accessories,computers_accessories,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,
2687,telephony,telephony,,,,,,,,,,,,,,,,,,,,,,
2688,perfumery,perfumery,,,,,,,,,,,,,,,,,,,,,,
2689,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,,,,
2690,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2691,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2692,housewares,housewares,,,,,,,,,,,,,,,,,,,,,,
2693,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2694,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,,,
2695,fashion_bags_accessories,fashion_bags_accessories,,,,,,,,,,,,,,,,,,,,,,
2696,pet_shop,pet_shop,,,,,,,,,,,,,,,,,,,,,,
2697,home_comfort_2,home_comfort_2,,,,,,,,,,,,,,,,,,,,,,
2698,furniture_decor,furniture_decor,,,,,,,,,,,,,,,,,,,,,,
2699,health_beauty,health_beauty,,,,,,,,,,,,,,,,,,,,,,
2700,bed_bath_table,bed_bath_table,bed_bath_table,bed_bath_table,,,,,,,,,,,,,,,,,,,,
2701,perfumery,perfumery,,,,,,,,,,,,,,,,,,,,,,
2702,garden_tools,garden_tools,,,,,,,,,,,,,,,,,,,,,,
2703,computers_accessories,computers_accessories,,,,,,,,,,,,,,,,,,,,,,
